userID	movieId	trueRating	rating
190	1625	2.0	3.0
190	1641	0.5	3.0
190	2193	4.5	3.0
190	2266	1.0	3.0
190	2617	3.0	3.0
190	2700	0.5	3.0
190	2826	4.0	3.0
190	3054	1.0	3.0
190	3175	4.5	3.0
190	3247	3.0	3.0
190	3534	1.0	3.0
190	3751	3.0	3.0
190	3988	2.5	3.0
190	3996	3.5	3.0
190	4148	0.5	3.0
190	4308	1.0	3.0
190	4446	3.5	3.0
190	4874	3.5	3.0
190	4886	3.5	3.0
190	5039	4.0	3.0
190	5669	1.0	3.0
190	5816	3.0	3.0
190	6754	3.5	3.0
190	6874	3.0	3.0
190	7075	4.0	3.0
190	7810	4.0	3.0
190	9005	2.0	3.0
190	27611	4.5	3.0
190	27706	2.0	3.0
190	27899	2.0	3.0
190	30793	2.5	3.0
190	36529	2.0	3.0
190	37386	3.5	3.0
190	37830	3.0	3.0
190	40815	4.0	3.0
190	42738	3.5	3.0
190	51662	4.0	3.0
190	58559	4.5	3.0
267	47	3.5	3.0
267	48	2.0	2.5
267	50	3.5	2.5
267	95	2.0	2.5
267	111	3.5	2.5
267	150	3.5	2.5
267	172	2.0	2.5
267	225	2.0	2.5
267	339	2.0	2.5
267	370	0.5	2.5
267	377	3.0	2.5
267	380	2.5	2.5
267	442	2.0	2.5
267	515	3.0	2.5
267	541	4.0	2.5
267	778	3.0	2.5
267	832	2.0	2.5
267	923	4.0	2.0
267	1079	2.5	2.0
267	1120	2.0	2.0
267	1193	3.5	2.0
267	1210	3.0	2.0
267	1214	4.0	2.0
267	1246	3.0	2.0
267	1408	3.5	2.0
267	1517	2.0	2.0
267	1608	1.0	2.0
267	1676	2.5	2.0
267	1722	3.0	2.0
267	1732	3.0	2.0
267	1876	2.0	2.0
267	1917	2.0	2.0
267	1923	1.0	2.0
267	1976	0.5	2.0
267	1978	0.5	2.0
267	2012	2.0	2.0
267	2115	3.0	2.0
267	2351	3.5	2.0
267	2422	1.5	2.0
267	2640	3.0	2.0
267	2710	2.0	2.0
267	2890	2.5	2.0
267	2948	3.0	2.0
267	2949	3.0	2.0
267	2959	3.0	2.0
267	2966	4.5	2.0
267	2986	2.5	2.0
267	3030	4.0	2.0
267	3213	2.5	2.0
267	3386	3.0	2.0
267	3448	2.0	2.0
267	3471	3.0	2.0
267	3503	4.5	2.0
267	3527	3.0	2.0
267	3697	2.5	2.0
267	3897	3.0	2.0
267	3910	0.5	2.0
267	3977	2.0	2.0
267	3981	3.0	2.0
267	4041	3.0	2.0
267	4226	3.5	2.0
267	4246	3.0	2.0
267	4333	2.5	2.0
267	4640	3.0	2.0
267	4643	2.0	2.0
267	5475	3.5	2.0
267	5791	3.0	2.0
267	5816	2.0	2.0
267	5990	2.0	2.0
267	6365	3.5	2.0
267	6539	2.5	2.0
267	6618	2.0	2.0
267	6709	1.0	2.0
267	6870	2.5	2.0
267	6954	4.0	2.0
267	7076	3.5	2.0
267	7132	3.5	2.0
267	7143	3.0	2.0
267	7360	3.0	2.0
267	7361	3.5	2.0
267	7387	4.0	2.0
267	7439	2.0	2.0
267	7454	2.0	2.0
267	7704	1.0	2.0
267	7748	3.5	2.0
267	7817	2.5	2.0
267	8371	2.5	2.0
267	8949	3.5	2.0
267	44191	2.5	2.0
267	55253	2.0	2.0
267	56339	3.5	2.0
267	57528	1.5	2.0
325	1	4.0	3.5
325	7	3.5	4.5
325	50	4.5	4.5
325	587	4.5	4.5
325	628	5.0	4.5
325	1028	4.5	4.5
325	1035	3.5	4.5
325	1036	5.0	4.5
325	1079	3.0	4.5
325	1193	5.0	4.5
325	1198	4.5	4.5
325	1214	5.0	4.5
325	1219	3.5	4.5
325	1221	5.0	4.5
325	1262	3.5	4.5
325	1371	3.5	4.5
325	1542	4.0	4.5
325	1721	3.5	4.5
325	2018	2.5	4.5
325	2023	5.0	4.5
325	2054	3.0	4.5
325	2100	4.5	4.5
325	2269	3.5	4.5
325	2380	0.5	4.5
325	2382	0.5	4.5
325	2390	3.5	4.5
325	2411	1.0	4.5
325	2770	4.0	4.5
325	2791	5.0	4.5
325	2951	3.5	4.5
325	2991	4.5	4.5
325	3249	4.5	4.5
325	3489	4.0	4.5
325	3498	5.0	4.5
325	3681	4.5	4.5
325	3699	4.5	4.5
325	4886	5.0	4.5
325	4979	1.0	4.5
325	5299	4.5	4.5
325	5418	3.5	4.5
325	6944	3.5	4.5
325	7161	3.5	4.5
325	8596	5.0	4.5
325	8665	4.0	4.5
325	8907	2.5	4.5
325	8978	1.0	4.5
325	31162	4.5	4.5
325	31685	4.5	4.5
325	33615	3.5	4.5
325	33830	3.5	4.5
325	37741	2.5	4.5
325	38798	2.5	4.5
325	41566	3.5	4.5
325	45431	3.0	4.5
325	45517	4.0	4.5
325	45726	2.5	4.5
325	48738	4.5	4.5
325	49274	3.5	4.5
325	56915	4.0	4.5
383	6	3.0	3.0
383	111	4.0	3.0
383	292	3.0	3.0
383	349	3.0	3.5
383	442	1.0	1.0
383	457	4.5	1.0
383	586	0.5	1.0
383	786	1.0	1.0
383	919	4.0	1.0
383	1198	1.0	1.0
383	1214	4.0	1.0
383	1225	4.5	1.0
383	1527	4.0	1.0
383	1617	4.0	1.0
383	1784	4.0	1.0
383	2683	0.5	1.0
383	2762	4.5	1.0
383	2858	4.0	1.0
383	2997	4.0	1.0
383	3114	4.5	1.0
383	4226	4.5	1.0
383	4973	5.0	1.0
383	4993	4.0	1.0
383	4995	4.0	1.0
383	5445	3.0	1.0
383	6377	4.0	1.0
383	27255	5.0	1.0
383	33794	3.0	1.0
383	41585	0.5	1.0
383	45720	3.5	1.0
476	110	4.0	3.5
476	147	3.0	3.5
476	151	4.0	3.5
476	185	3.0	3.5
476	260	4.5	3.5
476	296	4.5	3.5
476	337	3.5	3.5
476	364	4.5	3.5
476	442	3.0	 3.0
476	497	4.0	 4.0
476	527	4.0	 4.0
476	593	4.5	 4.0
476	653	2.5	 3.0
476	665	4.5	 4.0
476	720	4.0	 4.0
476	733	4.0	 3.5
476	903	4.5	 4.0
476	1036	4.0	 4.0
476	1210	4.5	 4.0
476	1232	4.5	 3.5
476	1304	4.0	 4.0
476	1391	3.0	 3.0
476	1394	3.5	 3.5
476	1573	4.5	 1.5
476	1748	4.0	 3.5
476	1961	4.5	 4.0
476	2161	4.5	 3.0
476	2600	4.5	 3.5
476	2706	4.0	 3.0
476	2762	3.0	 4.0
476	2959	5.0	 4.0
476	2990	2.0	 3.0
476	3075	4.0	 3.5
476	3146	3.0	 2.5
476	3271	4.0	 4.0
476	3535	4.0	 3.0
476	3569	3.5	 3.0
476	3793	3.0	 4.0
476	4148	4.0	 3.0
476	4226	4.0	 4.0
476	4235	4.0	 4.0
476	4306	4.0	 4.0
476	4487	2.5	 2.5
476	4741	4.5	 3.5
476	4979	3.5	 3.5
476	5015	4.0	 3.5
476	5065	4.0	 3.0
476	5418	4.0	 3.5
476	5477	3.0	 3.5
476	5673	3.5	 3.5
476	6104	5.0	 4.0
476	6300	3.5	 4.0
476	6333	3.0	 4.0
476	6350	4.5	 4.0
476	6365	2.5	 3.0
476	6541	0.5	 2.5
476	6595	1.0	 3.0
476	6666	5.0	 4.0
476	6874	2.0	 4.0
476	6947	4.0	 4.0
476	7034	4.0	 4.0
476	7099	4.0	 3.5
476	7143	4.0	 3.5
476	7325	3.0	 3.5
476	7346	3.5	 3.5
476	7348	3.5	 4.0
476	7925	5.0	 4.0
476	8368	4.0	 4.0
476	8636	4.0	 4.0
476	8784	3.5	 4.0
476	8836	4.0	 2.5
476	8874	4.0	 4.0
476	31184	4.5	 3.0
476	33794	4.0	 4.0
476	40815	4.0	 3.5
476	52885	4.0	 4.0
476	53996	4.0	 3.0
477	50	5.0	3.5
477	293	5.0	3.5
477	527	5.0	3.5
477	903	4.0	3.5
477	912	4.5	3.5
477	1090	4.0	3.5
477	1193	4.5	3.5
477	1272	4.5	3.5
477	1617	4.0	3.5
477	1644	2.5	 2.5
477	3799	1.0	 1.5
477	3996	4.0	 3.5
477	4159	3.5	 2.5
477	5009	3.5	 3.0
477	5385	4.5	 4.0
477	5816	4.5	 3.5
477	5952	4.5	 4.0
477	6587	0.5	 1.5
477	7841	3.0	 3.5
477	8368	4.5	 4.0
477	8961	4.5	 4.0
477	33794	4.5	 4.0
477	44191	4.0	 4.0
477	46322	4.5	 3.5
477	51662	4.5	 3.5
493	7	3.0	3.5
493	20	3.0	3.5
493	21	2.5	3.5
493	22	4.0	3.5
493	47	4.0	3.5
493	74	3.0	3.5
493	94	4.0	3.5
493	141	3.0	3.5
493	168	3.0	3.5
493	170	3.0	3.5
493	215	4.0	3.5
493	218	3.5	3.5
493	224	3.5	 3.0
493	266	3.5	 3.0
493	280	4.5	 3.5
493	300	3.5	 3.5
493	342	4.0	 3.5
493	468	3.0	 3.0
493	475	4.0	 4.0
493	481	4.0	 3.5
493	500	3.0	 3.0
493	539	3.5	 3.0
493	588	4.5	 3.5
493	597	4.0	 3.0
493	605	3.5	 3.0
493	858	4.0	 4.0
493	1027	4.5	 3.0
493	1057	2.5	 3.5
493	1100	2.5	 2.5
493	1120	3.0	 3.5
493	1197	5.0	 4.0
493	1210	4.0	 4.0
493	1224	4.0	 4.0
493	1246	5.0	 4.0
493	1259	5.0	 4.0
493	1291	3.5	 4.0
493	1307	4.0	 3.5
493	1541	3.0	 3.0
493	1573	2.5	 1.5
493	1674	4.0	 4.5
493	1678	3.5	 3.5
493	1844	4.5	 3.5
493	1917	3.0	 2.5
493	1961	4.5	 4.0
493	1968	4.5	 3.5
493	2006	2.5	 3.0
493	2094	3.0	 3.0
493	2106	3.5	 3.0
493	2146	3.0	 2.5
493	2245	4.0	 3.0
493	2321	4.0	 3.0
493	2420	3.5	 3.0
493	2467	4.0	 4.0
493	2474	3.0	 3.5
493	2571	3.5	 4.0
493	2628	3.0	 3.0
493	2692	4.5	 4.0
493	2706	2.5	 3.0
493	2712	3.5	 3.0
493	2716	3.5	 3.5
493	2840	2.5	 2.5
493	3053	3.5	 3.0
493	3160	3.5	 4.0
493	3259	2.5	 3.0
493	3273	2.0	 2.0
493	3436	3.5	 2.5
493	3481	3.5	 3.5
493	3489	4.0	 3.0
493	3578	4.0	 3.5
493	3882	2.5	 3.0
493	4015	2.5	 2.5
493	4019	2.0	 3.5
493	4025	3.0	 2.5
493	4091	4.0	 3.0
493	4307	5.0	 4.0
493	4476	3.5	 3.0
493	4527	3.0	 2.5
493	4641	4.0	 3.5
493	4718	2.5	 2.5
493	4720	3.0	 3.5
493	4874	3.0	 3.5
493	4881	4.0	 3.5
493	5064	4.0	 3.5
493	5299	3.5	 3.0
493	5379	4.0	 3.5
493	5415	3.0	 2.5
493	5527	3.0	 3.0
493	5530	2.5	 2.5
493	5618	5.0	 4.0
493	5812	3.0	 3.5
493	5881	3.5	 4.0
493	5902	3.5	 4.0
493	5943	3.0	 2.5
493	5945	3.0	 3.5
493	6003	3.5	 3.5
493	6016	4.0	 4.0
493	6041	3.5	 4.0
493	6377	4.0	 3.5
493	6832	3.0	 3.0
493	6870	4.5	 3.5
493	6879	3.5	 3.5
493	6950	3.0	 3.0
493	6953	4.0	 3.5
493	7147	4.0	 3.5
493	7162	3.0	 3.5
493	7169	3.0	 3.0
493	7372	3.5	 3.0
493	7377	3.0	 3.5
493	8254	3.5	 4.0
493	8464	3.5	 3.5
493	8533	5.0	 3.5
493	8665	3.5	 3.5
493	8868	2.5	 2.0
493	8916	3.0	 3.0
493	26680	3.0	 3.0
493	27416	3.5	 3.5
493	27773	3.5	 4.0
493	27803	4.0	 3.5
493	27815	3.0	 4.0
493	30707	4.5	 3.5
493	30803	5.0	 4.0
493	30822	3.0	 3.5
493	30850	1.5	 3.5
493	31658	5.0	 4.0
493	32025	3.5	 3.5
493	32291	3.0	 3.0
493	32587	4.5	 4.0
493	32596	2.5	 3.0
493	33679	2.5	 3.0
493	33794	3.5	 4.0
493	33880	4.0	 3.5
493	34528	3.0	 3.5
493	35836	3.0	 3.5
493	35957	3.0	 3.0
493	37475	2.0	 3.5
493	37733	3.5	 3.5
493	38061	3.5	 3.5
493	38499	3.0	 4.0
493	38798	3.0	 3.5
493	39183	5.0	 3.5
493	40955	3.5	 3.5
493	40966	2.5	 3.0
493	41025	3.0	 3.5
493	41863	3.0	 3.5
493	42004	4.0	 3.5
493	42021	2.5	 3.0
493	44195	3.5	 3.5
493	44929	2.0	 3.5
493	45081	2.0	 3.0
493	45732	2.5	 2.5
493	46723	3.5	 3.5
493	46967	2.5	 3.5
493	47610	3.0	 3.5
493	47894	4.0	 3.5
493	48082	3.0	 3.5
493	48142	2.0	 2.5
493	50685	3.0	 3.5
493	51084	2.0	 3.0
493	52241	4.0	 3.5
493	54780	3.5	 3.0
493	55069	4.0	 3.5
493	56286	4.0	 3.0
493	56788	2.0	 3.5
493	57243	5.0	 3.5
493	57669	4.0	 4.0
493	58078	2.5	 3.5
493	58381	3.5	 2.5
493	58490	3.0	 3.5
493	58559	3.0	 4.0
493	59141	3.5	 3.5
493	59725	2.0	 3.0
498	19	1.5	3.0
498	344	3.0	3.0
498	585	2.5	 2.5
498	910	4.5	 4.0
498	1060	4.0	 3.5
498	1244	4.5	 4.0
498	1297	4.5	 3.5
498	1333	4.0	 3.5
498	2424	2.5	 3.0
498	4464	3.5	 3.5
498	5437	4.0	 3.0
498	5523	1.0	 2.0
498	5923	4.0	 2.5
498	5945	3.0	 3.5
533	11	3.5	4.0
533	34	4.0	4.0
533	105	4.0	4.0
533	112	4.0	4.0
533	141	3.5	4.0
533	168	3.5	4.0
533	173	3.0	4.0
533	174	1.0	4.0
533	202	3.0	4.0
533	208	4.0	3.5
533	215	5.0	3.5
533	229	4.0	3.5
533	266	4.0	3.0
533	292	3.0	3.0
533	296	5.0	3.0
533	318	5.0	3.0
533	322	3.0	3.0
533	342	4.0	3.0
533	364	4.0	3.0
533	412	4.0	3.0
533	432	3.0	3.0
533	454	3.0	3.0
533	457	4.0	3.0
533	490	4.0	3.0
533	492	4.0	3.0
533	515	5.0	3.0
533	527	5.0	 4.0
533	540	3.0	 2.0
533	585	3.0	 2.5
533	587	4.0	 3.0
533	605	3.0	 3.0
533	647	4.0	 3.5
533	708	4.0	 3.5
533	714	3.0	 4.0
533	733	3.0	 3.0
533	780	4.0	 3.0
533	818	3.0	 2.0
533	861	4.0	 3.5
533	908	5.0	 4.0
533	927	4.0	 4.0
533	953	5.0	 4.0
533	969	5.0	 4.0
533	1013	4.0	 3.0
533	1028	5.0	 3.5
533	1036	4.0	 4.0
533	1059	2.5	 3.0
533	1097	4.5	 3.5
533	1171	5.0	 3.5
533	1198	5.0	 4.5
533	1199	5.0	 4.0
533	1200	5.0	 4.0
533	1201	5.0	 4.0
533	1209	5.0	 4.0
533	1212	5.0	 4.5
533	1235	4.0	 4.0
533	1237	2.0	 4.0
533	1244	5.0	 4.0
533	1247	5.0	 4.0
533	1249	4.0	 4.0
533	1254	4.0	 4.0
533	1267	5.0	 4.5
533	1274	4.0	 3.5
533	1278	5.0	 4.0
533	1282	4.0	 3.5
533	1293	5.0	 4.0
533	1345	4.0	 3.0
533	1347	4.0	 3.0
533	1348	4.5	 3.5
533	1358	4.5	 4.0
533	1374	5.0	 3.5
533	1407	4.0	 3.0
533	1408	5.0	 3.5
533	1414	4.0	 3.5
533	1441	5.0	 3.0
533	1466	3.0	 3.5
533	1498	4.0	 3.5
533	1544	3.0	 2.5
533	1611	3.0	 3.5
533	1635	5.0	 3.5
533	1653	4.0	 3.5
533	1693	3.5	 3.5
533	1704	4.0	 4.0
533	1747	3.0	 3.5
533	1784	4.0	 3.5
533	1895	3.5	 3.0
533	1900	4.0	 4.0
533	1940	3.0	 3.0
533	1947	3.0	 4.0
533	1953	3.5	 4.0
533	1962	4.0	 3.5
533	1967	4.0	 3.5
533	1997	4.0	 4.0
533	2014	4.0	 3.0
533	2025	3.5	 3.0
533	2058	2.0	 3.5
533	2071	4.0	 4.0
533	2076	4.0	 4.0
533	2080	4.0	 3.5
533	2081	4.0	 3.5
533	2087	4.0	 3.5
533	2137	4.0	 3.5
533	2139	5.0	 3.5
533	2143	4.0	 3.5
533	2151	3.0	 2.5
533	2174	3.0	 3.5
533	2248	4.0	 4.5
533	2268	4.0	 4.0
533	2289	5.0	 4.0
533	2312	4.0	 3.5
533	2316	2.5	 2.5
533	2321	4.0	 3.0
533	2324	4.5	 4.0
533	2366	5.0	 3.5
533	2398	4.0	 4.0
533	2420	3.5	 3.0
533	2423	4.5	 3.5
533	2469	4.0	 3.5
533	2470	3.0	 3.0
533	2513	3.0	 3.0
533	2571	4.0	 4.0
533	2575	5.0	 3.5
533	2606	3.0	 3.0
533	2611	3.0	 3.5
533	2628	2.0	 3.0
533	2643	2.0	 1.5
533	2686	4.0	 4.0
533	2692	5.0	 4.0
533	2716	5.0	 3.5
533	2723	3.0	 3.0
533	2739	5.0	 3.5
533	2794	4.5	 2.5
533	2842	4.0	 3.0
533	2852	3.5	 3.0
533	2871	4.5	 4.0
533	2872	4.0	 3.5
533	2890	5.0	 3.5
533	2893	4.0	 3.5
533	2916	3.0	 3.5
533	2987	2.0	 3.5
533	2993	4.0	 3.5
533	3052	4.0	 3.5
533	3091	4.0	 4.0
533	3095	5.0	 4.0
533	3114	4.0	 4.0
533	3175	5.0	 3.5
533	3176	5.0	 3.5
533	3179	4.0	 3.5
533	3196	4.5	 3.5
533	3264	3.0	 3.0
533	3362	4.0	 4.0
533	3363	3.5	 4.0
533	3365	5.0	 3.5
533	3418	4.0	 4.0
533	3471	4.0	 4.0
533	3480	4.0	 3.0
533	3699	3.0	 3.5
533	3704	3.5	 3.0
533	3720	4.0	 3.5
533	3742	5.0	 3.5
533	3745	4.0	 3.5
533	3770	4.0	 3.5
533	3863	3.0	 3.0
533	3959	4.0	 3.5
533	4039	4.0	 2.5
533	4040	3.0	 2.5
533	4041	3.0	 3.5
533	4105	4.0	 3.5
533	4238	3.0	 3.0
533	4247	2.0	 2.5
533	4299	3.0	 3.0
533	4317	3.0	 2.5
533	4361	4.0	 3.5
533	4447	3.5	 3.0
533	4465	4.0	 3.5
533	4489	3.0	 3.0
533	4563	4.0	 2.5
533	4599	4.0	 3.0
533	4835	3.5	 3.5
533	4874	3.0	 3.5
533	4881	4.0	 3.5
533	4979	4.5	 3.5
533	5013	4.0	 3.5
533	5064	4.0	 3.5
533	5226	3.0	 3.5
533	5418	3.0	 3.5
533	5445	4.5	 3.5
533	5464	4.0	 3.5
533	5512	3.5	 3.0
533	5665	3.0	 2.5
533	5700	2.0	 0.5
533	5902	2.5	 3.5
533	5974	4.0	 3.5
533	5992	4.0	 3.5
533	6157	2.0	 2.5
533	6427	4.0	 2.5
533	6552	3.5	 3.5
533	6579	4.5	 4.0
533	6659	4.0	 3.5
533	6780	5.0	 4.0
533	6810	4.0	 2.5
533	6856	4.5	 4.5
533	7001	4.0	 4.0
533	7005	3.0	 2.0
533	7009	4.0	 3.0
533	7036	3.5	 3.0
533	7158	3.5	 4.0
533	7323	3.5	 3.5
533	7371	4.5	 4.0
533	7728	4.5	 3.0
533	7925	4.0	 3.0
533	8197	2.0	 1.5
533	8228	5.0	 4.5
533	8254	2.5	 2.5
533	8477	5.0	 2.5
533	8753	4.5	 3.5
533	26131	3.0	 4.5
533	30810	3.5	 3.5
533	31584	3.0	 2.5
533	33493	3.5	 3.5
533	35836	4.0	 3.5
533	36708	3.5	 4.0
533	39183	4.5	 4.0
533	40815	4.0	 4.0
533	40819	4.0	 3.5
533	44191	4.5	 4.0
533	44195	4.0	 4.0
533	45106	3.0	 4.0
533	46850	4.0	 3.5
533	48783	2.5	 3.5
533	54272	4.0	 3.5
533	54286	4.0	 4.0
545	16	4.5	3.5
545	318	5.0	3.5
545	337	3.5	3.5
545	344	3.0	3.5
545	368	2.5	5.0
545	380	4.0	5.0
545	431	4.0	5.0
545	500	3.0	5.0
545	555	4.0	5.0
545	587	3.0	5.0
545	590	4.0	5.0
545	597	3.0	5.0
545	1079	3.0	5.0
545	1136	5.0	5.0
545	1193	5.0	5.0
545	1203	3.5	5.0
545	1221	5.0	5.0
545	1222	5.0	5.0
545	1259	5.0	5.0
545	1266	4.5	5.0
545	1304	4.0	5.0
545	1394	5.0	5.0
545	1500	3.5	5.0
545	1721	3.0	5.0
545	1968	3.0	5.0
545	2019	3.5	5.0
545	2329	4.5	5.0
545	2542	5.0	5.0
545	2762	5.0	5.0
545	2947	3.0	5.0
545	2951	4.5	5.0
545	3000	2.5	5.0
545	3006	4.5	5.0
545	3471	2.5	5.0
545	3508	4.0	5.0
545	4007	4.0	5.0
545	4105	4.5	5.0
545	4993	4.5	5.0
545	4995	4.0	5.0
545	5902	4.0	5.0
545	5959	3.5	5.0
545	5989	3.5	5.0
545	6001	3.5	5.0
545	6062	4.0	5.0
545	6301	4.0	5.0
545	6662	4.5	5.0
545	6663	3.0	5.0
545	6796	3.5	5.0
545	6953	4.0	5.0
545	7160	3.0	5.0
545	7438	5.0	5.0
545	8950	3.5	5.0
545	27838	2.5	5.0
545	30749	2.5	5.0
545	35836	3.0	5.0
545	40815	2.5	5.0
545	44199	3.5	5.0
548	252	4.0	3.5
548	902	4.5	3.5
548	916	5.0	3.5
548	1060	5.0	3.5
548	1376	4.0	3.5
548	1584	4.5	3.5
548	2990	4.0	3.5
580	1	5.0	3.5
580	494	3.0	3.0
580	832	3.0	 3.0
622	26	4.0	4.5
622	110	4.5	4.5
622	253	5.0	4.5
622	589	4.0	4.5
622	839	4.0	4.0
622	1015	4.0	4.0
622	1073	4.5	4.0
622	1210	5.0	4.0
622	2471	3.5	3.5
